_index,_index_f1,start,end,Form 2: This form is regarding water quality and solid waste,Section 1: General information and safety ,safety,team_code,rhs_lhs,location,lat,long,Section 2. The next set of questions will be related to water quality  and stormwater connections. ,,,inlets,inlets_pic,,unauthorised_inlets,unauthorised_inlets_pic,,observations,water_stagnant,water_contamination,water_colour,water_turbidity,water_smell,water_pic,,Section 3. Next set of questions are about solid waste and clean up efforts.,sw_inside,sw_inside_type,sw_inside_source,sw_inside_pic,,sw_outside,sw_outside_type,sw_outside_source,sw_outside_pic,,sw_clean_up,,,,community_engagement,,,,,,community_engagement_pic,,outdated,,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,outdated,_tags,meta/rootUuid,_drain,_drain_secondary,_team_name
_index_old,_index_new,start,end,,,_1_1_Your_safety_is_our_priority,_1_2_Team_code,_1_3_Enter_Right_hand_as_per_the_My_Maps,_1_4_Record_your_curr_lways_select_precise,,,,,,_2_1_Do_you_see_storm_onnecting_to_the_SWD,_2_2_Take_a_picture_o_r_connections_inlets,,_2_3_Can_you_see_any_ts_connecting_to_SWD,_2_4_Please_take_a_pi_d_connections_inlets,,_2_5_Any_other_observ_tion_please_specify,_2_6_Is_the_water_stagnant_or_flowing,_2_7_Signs_of_contami_n_visible_indicators,_2_8_How_would_you_de_ibe_the_water_colour,_2_9_How_would_you_describe_the_turbidity,_2_10_How_would_you_d_ribe_the_odour_smell,water_turbidity_pic,,,_3_1_Is_there_solid_waste_inside_the_SWD,_3_2_Type_of_solid_wa_Based_on_observation,_3_3_Likely_source_of_waste,_3_4_Click_an_image_o_waste_inside_the_SWD,,_3_5_Is_there_solid_w_ste_outside_the_SWD,_3_6_Type_of_waste_ou_Based_on_observation,_3_7_Likely_source_of_aste_outside_the_SWD,_3_8_Click_a_image_of_aste_outside_the_SWD,,_3_9_Are_there_signs_of_clean_up_effort,,,,_3_10_Are_there_any_s_community_engagement,,,,,,_3_11_Please_take_a_p_community_engagement,,Thank_you_for_filling_the_audit_form,_id,_uuid,_submission_time,,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,,_team_name
150,136,2026-02-22T11:03:55.558+05:30,2026-02-22T11:09:28.675+05:30,,,yes__i_feel_safe_to_conduct_audit,A28,rhs,"12.9379548, 77.7133267",12.9379548,77.7133267,,,,no,,,No,,,There is no water flowing in this drain ,Cannot see,Cannot See,Cannot see,Cannot see,Strong Smell  Not Necessarily Sewage,1771738590273.jpg,,,Yes,Mixed,"Construction debris, a small commercial complex next to this, so many they dump leftovers",1771738661855.jpg,,Yes,Household (mostly),Littering ,1771738725801.jpg,,yes,,,,Not Applicable,,,,,,,,OK,677322706,fa1b3eec-7e89-4868-a296-77caf57f3cc8,2026-02-22T08:07:14,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:fa1b3eec-7e89-4868-a296-77caf57f3cc8,MD355,,APU ESS Club
151,74,2026-02-22T08:53:57.374+05:30,2026-02-22T09:08:00.573+05:30,,,yes__i_feel_safe_to_conduct_audit,A17,rhs,12.9815952 77.615671 826.2999877929688 4.486,12.9815952,77.615671,,,,yes,1771730843149.jpg,,Yes,1771730898879.jpg,,An unauthorised blue pipe connected to a green coloured small house directly entering the SWD. ,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1771731160737.jpg,,,Yes,Mixed,Direct disposal of the waste (mostly plastic bottles and cans) into the SWD by the people. ,1771731268537.jpg,,No,No waste,None. ,1771731350980.jpg,,yes,,,,Not Applicable,,,,,,,,OK,677405270,218dbc75-dbc1-4380-b8d4-865fad1c0a93,2026-02-22T10:49:11,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:218dbc75-dbc1-4380-b8d4-865fad1c0a93,C100,,MCC
152,139,2026-02-22T09:55:56.358+05:30,2026-02-22T10:02:20.816+05:30,,,no__do_not_want_to_conduct_survey,A17,rhs,12.9828411 77.6130059 829.2000122070312 4.95,12.9828411,77.6130059,,,,no,1771734474964.jpg,,Yes,1771734515284.jpg,,None,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1771734584212.jpg,,,Yes,Mixed,"Direct disposal, seepage",1771734671711.jpg,,Yes,Mixed,Direct disposal,1771734719398.jpg,,no,,,,Not Applicable,,,,,,,,OK,677405795,45e05933-b64d-4780-b61a-9a5313c6c325,2026-02-22T10:50:43,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:45e05933-b64d-4780-b61a-9a5313c6c325,C100,,MCC
153,152,2026-02-23T10:27:26.493+05:30,2026-02-23T10:32:53.647+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,lhs,12.9860025 77.608627 830.2999877929688 3.55,12.9860025,77.608627,,,,no,1771822750586.jpg,,Yes,1771822777303.jpg,,Plastic wastes and burnt wastes ,Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1771822876298.jpg,,,Yes,Household (mostly),Plastic ,1771822903576.jpg,,Yes,Commercial (mostly),"Plastic, wooden, iron",1771822952574.jpg,,no,,,,Not Applicable,,,,,,,,OK,677760796,a69d7124-654e-4b5f-af81-60b677db824f,2026-02-23T05:31:38,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:a69d7124-654e-4b5f-af81-60b677db824f,C100,,MCC
154,150,2026-02-23T09:48:06.153+05:30,2026-02-23T09:56:34.031+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,rhs,12.9855113 77.6099999 828.7999877929688 3.804,12.9855113,77.6099999,,,,no,,,Yes,1771820438627.jpg,,Plastic wastes are dumped and plants are grown ,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1771820643511.jpg,,,Yes,Mixed,Household and commercial ,1771820701009.jpg,,Yes,Mixed,Household and commercial ,1771820763178.jpg,,no,,,,Not Applicable,,,,,,,,OK,677760914,73c0cbbd-5720-463b-979d-939eac61ca65,2026-02-23T05:31:52,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:73c0cbbd-5720-463b-979d-939eac61ca65,C100,,MCC
155,153,2026-02-23T10:37:40.124+05:30,2026-02-23T10:42:33.760+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,rhs,12.9862976 77.6084283 830.7999877929688 3.133,12.9862976,77.6084283,,,,no,,,No,,,A lot of plastic waste,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1771823418076.jpg,,,Yes,Commercial Mostly,Shop waste,1771823505140.jpg,,Yes,Commercial (mostly),Shops,1771823535662.jpg,,no,,,,Not Applicable,,,,,,,,OK,677760920,1bca04ee-1f80-4d1d-9927-06f8edbcc4f5,2026-02-23T05:31:53,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:1bca04ee-1f80-4d1d-9927-06f8edbcc4f5,C100,,MCC
156,154,2026-02-23T10:45:27.789+05:30,2026-02-23T10:47:01.639+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,lhs,12.9864686 77.6082822 830.7999877929688 15.479,12.9864686,77.6082822,,,,Cannot see,,,Cannot see,,,Buildings ,Cannot see,Cannot See,Cannot see,Cannot see,Cannot See,,,,Cannot See,Cannot See,,,,No,No waste,,,,not_applicable,,,,Not Applicable,,,,,,,,OK,677760926,25665af0-a2c9-423c-a4ee-2df228680263,2026-02-23T05:31:54,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:25665af0-a2c9-423c-a4ee-2df228680263,C100,,MCC
157,155,2026-02-23T10:51:02.138+05:30,2026-02-23T10:54:17.149+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,rhs,12.9855978 77.6092017 830.3999633789062 3.666,12.9855978,77.6092017,,,,no,,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1771824176634.jpg,,,Yes,Household (mostly),Paper and plastic ,1771824210383.jpg,,No,No waste,,,,no,,,,Not Applicable,,,,,,,,OK,677760972,9887a7d6-b671-4fe8-9eec-359c24f1800b,2026-02-23T05:31:59,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:9887a7d6-b671-4fe8-9eec-359c24f1800b,C100,,MCC
158,156,2026-02-23T10:57:51.431+05:30,2026-02-23T11:01:08.187+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,lhs,12.9854341 77.6097927 828.7999877929688 4.775,12.9854341,77.6097927,,,,no,,,Cannot see,,,Vehicles are parked ,Cannot see,Cannot See,Cannot see,Cannot see,No Odour,,,,Cannot See,Cannot See,,,,Yes,Mixed,"Plastic, dry leaves, household ",1771824656363.jpg,,no,,,,Not Applicable,,,,,,,,OK,677760997,e22f1cbe-d00b-481f-a71b-780c9ae9bfe1,2026-02-23T05:32:02,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:e22f1cbe-d00b-481f-a71b-780c9ae9bfe1,C100,,MCC
159,151,2026-02-23T10:16:05.527+05:30,2026-02-23T10:24:11.202+05:30,,,yes__i_feel_safe_to_conduct_audit,A15,lhs,12.985711 77.6091033 830.2999877929688 3.4,12.985711,77.6091033,,,,yes,1771822102368.jpg,,Yes,1771822134389.jpg,,"Feces, plastic wastes, plants ",Flowing,Black or grey water,Greenish,Opaque,No Odour,1771822308110.jpg,,,Yes,Mixed,Commercial and household ,1771822359484.jpg,,Yes,Mixed,Commercial and household ,1771822399232.jpg,,no,,,,Murals,,,,,,1771822438696.jpg,,OK,677761146,ddb75d48-ac47-448a-8b3f-b0306646f38c,2026-02-23T05:32:21,,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:ddb75d48-ac47-448a-8b3f-b0306646f38c,C100,,MCC
160,76,2026-02-21T11:43:43.005+05:30,2026-02-23T18:08:11.026+05:30,,,yes__i_feel_safe_to_conduct_audit,A18,lhs,13.0268241 77.6252218 805.15087890625 3.79,13.0268241,77.6252218,,,,no,,,No,,,Solid waste disposal and no direct inlet connection,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1771654656087.jpg,,,Yes,Mixed,Sand and household,,,Yes,Construction Debris,Ongoing construction,1771654683267.jpg,,no,,,,Not Applicable,,,,,,,,OK,677765545,e9cc4c97-bd0d-43e7-834a-044732be3168,2026-02-23T05:40:32,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:cb30a12f-98f9-4704-9273-1ffc0d4abe3e,H300,,Mod Foundation
161,161,2026-02-21T11:03:36.335+05:30,2026-02-23T15:17:00.822+05:30,,,yes__i_feel_safe_to_conduct_audit,A20,lhs,"13.0300707, 77.6246362",13.0300707,77.6246362,,,,yes,1771652222869.jpg,,Yes,1771652311776.jpg,,Storm water inlets are clogged with solid waste,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1771652543323.jpg,,,Yes,Mixed,"Nearby households, small shops as well as construction waste. Also, roots and branches",1771652662688.jpg,,Yes,Commercial (mostly),Poultry shop,1771652819347.jpg,,no,,,,Not Applicable,,,,,,,,OK,677977069,63f2f019-7809-4739-b608-5cd4ddea7e05,2026-02-23T09:48:04,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:63f2f019-7809-4739-b608-5cd4ddea7e05,H300,,Mod Foundation
162,,2026-02-21T11:55:28.517+05:30,2026-02-23T15:17:00.885+05:30,,,yes__i_feel_safe_to_conduct_audit,A20,lhs,"13.0247126, 77.6258186",13.0247126,77.6258186,,,,no,,,No,,,"There is construction going on, so water is diverted to only the RHS of the drain. There's a JCB in the drain",Cannot see,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1771655355667.jpg,,,Yes,Mixed,The drain is under construction. There is waste strewn on the construction material,1771655421738.jpg,,Yes,Construction Debris,Ongoing construction,1771655457501.jpg,,no,,,,Not Applicable,,,,,,,,OK,677977430,ade2e7a9-3cc0-46c5-aa6a-cbeb972f972b,2026-02-23T09:48:28,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:ade2e7a9-3cc0-46c5-aa6a-cbeb972f972b,H300,,Mod Foundation
163,163,2026-02-21T11:19:12.829+05:30,2026-02-23T16:57:44.273+05:30,,,yes__i_feel_safe_to_conduct_audit,A14,rhs,12.9865528 77.6045056 833.5999755859375 11.199,12.9865528,77.6045056,,,,yes,,,No,,,Polluted with solid waste,Flowing,Black or grey water,Black,Opaque,Strong Smell  Not Necessarily Sewage,,,,Yes,Mixed,Houses and shops,,,Yes,Mixed,People,1771653199301.jpg,,no,,,,Clothes,,,,,,177165282.jpg,,OK,678044826,b0885930-e958-4c38-891c-5feaa124c663,2026-02-23T11:01:07,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:76a2b1f5-5a6e-4f74-84a3-f9abe9d6f51e,C100,,MCC
164,164,2026-02-21T11:30:26.394+05:30,2026-02-23T16:59:36.850+05:30,,,yes__i_feel_safe_to_conduct_audit,A14,lhs,12.9865695 77.6056568 831.8999633789062 31.896,12.9865695,77.6056568,,,,no,,,Yes,1771653660813.jpg,,,Flowing,Solid Particles Or Oily Film On Water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1771653691264.jpg,,,Yes,Mixed,Houses and shops,1771653706649.jpg,,Yes,Mixed,.,177165358.jpg,,not_applicable,,,,Not Applicable,,,,,,,,OK,678045086,483b0d59-4d59-437d-9010-9c997a481d03,2026-02-23T11:01:20,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:0bc1fc49-f21a-4bb9-bde5-90275e1685d9,C100,,MCC
165,165,2026-02-21T11:39:28.183+05:30,2026-02-23T17:01:07.620+05:30,,,yes__i_feel_safe_to_conduct_audit,A14,rhs,12.9868537 77.6060779 831.8999633789062 5.642,12.9868537,77.6060779,,,,yes,177165401.jpg,,Yes,,,,Flowing,Solid Particles Or Oily Film On Water,Black,Opaque,Strong Smell  Not Necessarily Sewage,1771654213805.jpg,,,Yes,Mixed,Houses and shops,1771654233867.jpg,,Yes,Mixed,,,,not_applicable,,,,Not Applicable,,,,,,,,OK,678045317,aaf545da-af53-4f8f-8e5c-6657b335d73d,2026-02-23T11:01:34,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:236ed451-3ad5-49f3-a7c8-2d741d2c9341,C100,,MCC
166,166,2026-02-26T10:25:14.299+05:30,2026-02-26T10:38:27.808+05:30,,,yes__i_feel_safe_to_conduct_audit,A13,rhs,12.9868302 77.6032331 832.7999877929688 4.179,12.9868302,77.6032331,,,,Cannot see,1772081981981.jpg,,Cannot see,,,Garbage are there ,Stagnant,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1772082287018.jpg,,,Yes,Household (mostly),"Plastic, bottles, garbage, home waste, wood etc",1772082360018.jpg,,Yes,Household (mostly),Plastic and house waste,1772082462736.jpg,,no,,,,Not Applicable,,,,,,,,OK,680593983,b7dea568-0cd2-471c-89d2-0b8bca2daec1,2026-02-26T05:33:01,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:b7dea568-0cd2-471c-89d2-0b8bca2daec1,C100,,MCC
167,167,2026-02-26T10:42:38.355+05:30,2026-02-26T10:47:11.791+05:30,,,yes__i_feel_safe_to_conduct_audit,A13,rhs,12.986641 77.6027417 833.2000122070312 4.976,12.986641,77.6027417,,,,no,,,No,,,Waste are there outside the bridge and autorickshaw are parked anywhere ,Flowing,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1772082906257.jpg,,,Yes,Household (mostly),"Plastic, bottles,and mostly house waste ",1772082943945.jpg,,No,No waste,Nothing ,,,no,,,,Not Applicable,,,,,,,,OK,680594081,9565afc0-e5a8-4085-a256-985f4642b540,2026-02-26T05:33:08,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:9565afc0-e5a8-4085-a256-985f4642b540,C100,,MCC
168,168,2026-02-26T10:50:02.363+05:30,2026-02-26T10:55:06.594+05:30,,,yes__i_feel_safe_to_conduct_audit,A13,rhs,12.9866411 77.6019765 834.0 4.61,12.9866411,77.6019765,,,,no,,,No,,,Same like other place garbage outside ,Stagnant,Black or grey water,Black,Opaque,Strong smell of sewage (unable to stand near the SWD),1772083411018.jpg,,,Yes,Household (mostly),Plastic and household waste,1772083411018.jpg,,Yes,Commercial (mostly),,1772083488339.jpg,,no,,,,Not Applicable,,,,,,,,OK,680594118,6693e825-88c6-49ba-8300-b0f2bce71e80,2026-02-26T05:33:10,yes,,submitted_via_web,,v7SmaFMH8rU4KU2dEZkh2P,,uuid:6693e825-88c6-49ba-8300-b0f2bce71e80,C100,,MCC
169,169,2026-03-01T07:46:43.471+05:30,2026-03-01T07:52:29.390+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,lhs,"12.972855, 77.7345407",12.972855,77.7345407,,,,yes,1772331455817.jpg,,No,1772331552837.jpg,,No,Stagnant,Black or grey water,Yellow,Cloudy,Less odour (I am able to stand near the SWD),1772331629995.jpg,,,Yes,Commercial Mostly,Plastic bottles,1772331677372.jpg,,Yes,Household (mostly),Bottles,1772331699704.jpg,,no,,,,Plants Benches,,,,,,1772331742961.jpg,,OK,682991139,2e247c86-50ab-4950-b300-84a053494161,2026-03-01T02:25:44,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:2e247c86-50ab-4950-b300-84a053494161,,unknown146,Srujan Kadamba
170,170,2026-03-01T08:04:57.001+05:30,2026-03-01T08:13:32.675+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,rhs,"12.9726907, 77.7344315",12.9726907,77.7344315,,,,no,,,No,,,,Flowing,Black or grey water,Greenish,Opaque,Strong smell of sewage (unable to stand near the SWD),1772332711944.jpg,,,Yes,Household (mostly),"Littering by individuals, might have travelled downstream or could be from point source too",1772332848115.jpg,,Yes,Mixed,"Littering, some stray construction waste (sack of concrete, few stones and blocks",1772332929643.jpg,,no,,,,Not Applicable,,,,,,1772333007510.jpg,,OK,682995350,462183c5-d256-481a-be7e-3259163bbc83,2026-03-01T02:43:53,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:462183c5-d256-481a-be7e-3259163bbc83,,unknown146,Srujan Kadamba
172,172,2026-03-01T08:23:00.534+05:30,2026-03-01T08:30:29.217+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,rhs,"12.9718207, 77.7339062",12.9718207,77.7339062,,,,no,,,No,,,,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1772333811081.jpg,,,Yes,Household (mostly),Littering ,1772333930063.jpg,,Yes,Construction Debris,Construction site adjoining the SWD,1772334013718.jpg,,no,,,,Not Applicable,,,,,,,,OK,683000006,5b54c195-2f53-431c-9efd-7f2a2cc85280,2026-03-01T03:00:51,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:5b54c195-2f53-431c-9efd-7f2a2cc85280,,unknown146,Srujan Kadamba
173,173,2026-03-01T08:38:23.784+05:30,2026-03-01T08:45:13.894+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,lhs,"12.971521, 77.7331844",12.971521,77.7331844,,,,no,1772334590413.jpg,,Yes,1772334612872.jpg,,There is at least one more inlet that is connected to a settlement here,Flowing,Froth Or Foam Visible,Greenish,Opaque,Strong Smell  Not Necessarily Sewage,1772334746487.jpg,,,Yes,Household (mostly),"Not just littering, it looks like this is an actual dumping spot",1772334796769.jpg,,Yes,Mixed,Littering and dumping of debris,1772334849896.jpg,,no,,,,Not Applicable,,,,,,1772334909250.jpg,,OK,683004915,74dd3690-ae09-4bd5-aa98-90cabab75850,2026-03-01T03:16:00,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:74dd3690-ae09-4bd5-aa98-90cabab75850,,unknown146,Srujan Kadamba
174,174,2026-03-01T08:46:33.125+05:30,2026-03-01T08:49:56.095+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,lhs,"12.9712405, 77.7330785",12.9712405,77.7330785,,,,yes,1772335038981.jpg,,Yes,1772335060507.jpg,,,Flowing,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong Smell  Not Necessarily Sewage,1772335106085.jpg,,,Yes,Household (mostly),Most likely dumping by residents,1772335133838.jpg,,No,No waste,,,,no,,,,Plants,,,,,,1772335190281.jpg,,OK,683005891,f2f56c2d-182a-4a78-9a7b-9151fd852f63,2026-03-01T03:20:05,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:f2f56c2d-182a-4a78-9a7b-9151fd852f63,,unknown146,Srujan Kadamba
175,175,2026-03-01T08:52:45.793+05:30,2026-03-01T08:56:38.140+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,rhs,"12.9708336, 77.7327804",12.9708336,77.7327804,,,,yes,1772335466021.jpg,,Cannot see,,,"This section of drain is completely covered, with a few structures built on top as well",Cannot see,Cannot See,Cannot see,Cannot see,Less odour (I am able to stand near the SWD),,,,Cannot See,Cannot See,,,,No,No waste,,,,not_applicable,,,,Not Applicable,,,,,,,,OK,683007377,1ea9f4dc-8ec6-4c22-8c3a-cda1a2358070,2026-03-01T03:26:57,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:1ea9f4dc-8ec6-4c22-8c3a-cda1a2358070,,unknown146,Srujan Kadamba
176,176,2026-03-01T09:06:03.512+05:30,2026-03-01T09:10:43.290+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,lhs,"12.9703761, 77.7324218",12.9703761,77.7324218,,,,no,1772336246921.jpg,,Yes,1772336228802.jpg,,Many informal settlements and PGs in the area,Stagnant,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong Smell  Not Necessarily Sewage,1772336371882.jpg,,,Yes,Household (mostly),Dumping by residents,1772336415156.jpg,,No,No waste,,,,no,,,,Not Applicable,,,,,,,,OK,683010415,7fb8a6d7-4e65-42db-8616-3deb9288c026,2026-03-01T03:41:10,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:7fb8a6d7-4e65-42db-8616-3deb9288c026,,unknown146,Srujan Kadamba
177,177,2026-03-01T09:14:31.891+05:30,2026-03-01T09:18:32.067+05:30,,,yes__i_feel_safe_to_conduct_audit,A30,rhs,"12.9697467, 77.7320838",12.9697467,77.7320838,,,,no,,,Yes,1772336719535.jpg,,"The SWD disappears under the road in this section, and we can't see a point where it goes to after this",Stagnant,Solid Particles Or Oily Film On Water,Greenish,Opaque,Strong Smell  Not Necessarily Sewage,1772336832972.jpg,,,Yes,Household (mostly),Residents dumping,1772336855513.jpg,,No,No waste,,,,yes,,,,Not Applicable,,,,,,,,OK,683012459,89a8b693-3697-437c-8b91-4932f43a4b5a,2026-03-01T03:48:44,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:89a8b693-3697-437c-8b91-4932f43a4b5a,,unknown146,Srujan Kadamba
178,178,2026-03-10T07:51:50.409+05:30,2026-03-10T16:30:48.893+05:30,,,yes__i_feel_safe_to_conduct_audit,A32,lhs,"12.9566252, 77.7238814",12.9566252,77.7238814,,,,yes,1773109478581.jpg,,No,1773109549173.jpg,,"It is coming from a lake, on one side there is burial ground and empty sit on the other, so no outlets into swd",Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1773109821654.jpg,,,Yes,Mixed,Flowing downstream and people coming to lake dumping inside,1773110015175.jpg,,Yes,Mixed,"Construction work at lake, sometimes they clear waste from the drain but do not take out the waste, it is left outside",1773110184025.jpg,,no,,,,Not Applicable,,,,,,1773110267925.jpg,,OK,692055220,bc1c55ab-cb7f-4680-a6b9-c0c4d48dcd63,2026-03-10T11:01:42,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:bc1c55ab-cb7f-4680-a6b9-c0c4d48dcd63,MD379,,Anuradha Govind
179,179,2026-03-10T08:42:32.750+05:30,2026-03-10T16:33:24.236+05:30,,,yes__i_feel_safe_to_conduct_audit,A32,rhs,"12.9605761, 77.7242518",12.9605761,77.7242518,,,,yes,1773112545306.jpg,,Yes,1773112600273.jpg,,Water is getting pumped out from SWD to a nearby farm area. They have fixed motor and pumping water,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1773112740759.jpg,,,Yes,Mixed,Coming from upstream as there is a shed slum settlements and they dumping in the swd,1773112817276.jpg,,No,No waste,Only sometimes when they clear Lake and leave it without removing from the site,1773112896659.jpg,,no,,,,Not Applicable,,,,,,,,OK,692059498,1011dee2-2a7c-4e83-ab67-da9b2642b4df,2026-03-10T11:04:23,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:1011dee2-2a7c-4e83-ab67-da9b2642b4df,MD379,,Anuradha Govind
180,180,2026-03-11T07:30:52.816+05:30,2026-03-11T16:49:30.699+05:30,,,yes__i_feel_safe_to_conduct_audit,A32,lhs,"12.9606976, 77.7238451",12.9606976,77.7238451,,,,no,,,Cannot see,,,On rhs there is a slum shed settlement. LHS is empty piece of land,Flowing,Black or grey water,Other Colour,Opaque,No Odour,1773194687653.jpg,,,Yes,Mixed,Dumping by slum residents and other people in the area,1773194805709.jpg,,Yes,Mixed,Dumping by people around,1773194886675.jpg,,no,,,,Not Applicable,,,,,,,,OK,693400234,b5219ef8-99f7-465f-9ce2-1bae3198732d,2026-03-11T11:20:28,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:b5219ef8-99f7-465f-9ce2-1bae3198732d,MD379,,Anuradha Govind
181,181,2026-03-11T07:53:41.780+05:30,2026-03-11T16:51:03.071+05:30,,,yes__i_feel_safe_to_conduct_audit,A32,rhs,"12.9608633, 77.722635",12.9608633,77.722635,,,,no,,,Yes,1773196097733.jpg,,Lot of garbage around. SWD is used as a garbage dumping spot by slum residents along SWD,Flowing,Black or grey water,Greenish,Opaque,Less odour (I am able to stand near the SWD),1773196240912.jpg,,,Yes,Household (mostly),People living around dispose waste. Temple nearby,1773196355182.jpg,,Yes,Household (mostly),Big slum settlements along SWD. Use it as a dumping ground,1773196423758.jpg,,no,,,,Not Applicable,,,,,,,,OK,693402006,2263f6e7-4622-4862-bd83-b702cd21831b,2026-03-11T11:21:46,yes,,submitted_via_web,,v6t9E6V8fQEaLEomgyYQKg,,uuid:2263f6e7-4622-4862-bd83-b702cd21831b,MD379,,Anuradha Govind
182,191,2026-03-21T10:05:12.822+05:30,2026-03-21T10:07:28.529+05:30,,,yes__i_feel_safe_to_conduct_audit,A35,lhs,"13.017095, 77.6449783",13.017095,77.6449783,,,,no,1774067750786.jpg,,No,,,,Stagnant,Black or grey water,Greenish,Clear,No Odour,1774067788374.jpg,,,Yes,Household (mostly),House hold,1774067810916.jpg,,Yes,Construction Debris,Whitetopping debris,1774067837631.jpg,,no,,,,Not Applicable,,,,,,,,OK,702732702,e3552524-c61e-45fd-a225-1967764e7ea7,2026-03-21T05:36:03,yes,,submitted_via_web,,vMxKncGqbDpQLxALf9T9wr,,uuid:e3552524-c61e-45fd-a225-1967764e7ea7,H400,,Adithya
